Term,Translate,Context,Reference,Comment
PASS⦙209,PASS⦙209,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Counter,מוני ביצועים,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Counter.Description,האם כל מוני הביצועים יפעלו ברקע.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙210,PASS⦙210,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Counter.CounterHint,הערה: ייתכן שחלק מהערכות נושא מסוג Web לא יפעלו כראוי ואף אחת מהגדרות הביצועים שלהלן לא תעבוד.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙211,PASS⦙211,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Pause,כלל עצירה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Pause.Description,קובע את הכלל להפסקת הטפט בהתבסס על הגדרות הביצועים שלך.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙212,PASS⦙212,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Communication,סוג איש קשר,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Communication.Description,זה קובע את סוג השליחה של הודעות שישודרו לנושאים מסוג Web.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙213,PASS⦙213,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Processor,שימוש במעבד,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Processor.Description,מה יקרה לטפט כתוצאה מהגדרות השימוש במעבד שלך.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙214,PASS⦙214,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Processor.ProcessorUsage,שימוש במעבד (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙215,PASS⦙215,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic,שימוש בכרטיס מסך,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Graphic.Description,מה יקרה לטפט כתוצאה מהגדרות השימוש בכרטיס המסך שלך.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙216,PASS⦙216,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic.GraphicAdapter,כרטיס מסך:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Graphic.GraphicAdapter.Empty,רשימת הכרטיסים הגרפיים עדיין לא נוצרה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙217,PASS⦙217,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic.GraphicUsage,שימוש בכרטיס מסך (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙218,PASS⦙218,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Memory,שימוש בזיכרון,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Memory.Description,מה קורה לטפט כתוצאה מהגדרות השימוש בזיכרון שלך.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙219,PASS⦙219,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Memory.MemoryUsage,שימוש בזיכרון (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙220,PASS⦙220,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network,שימוש ברשת,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Network.Description,מה קורה לטפט כתוצאה מהגדרות השימוש ברשת שלך.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙221,PASS⦙221,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkAdapter,מתאם רשת:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Network.NetworkAdapter.Empty,רשימת מתאמי הרשת לא נוצרה עדיין,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙222,PASS⦙222,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkUpload,גודל הורדה:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙223,PASS⦙223,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkDownload,גודל הורדה:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙224,PASS⦙224,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkPing,ערך פינג (MS):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙225,PASS⦙225,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Lock,נעילת הפעלה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Lock.Description,מה קורה לטפט כשההפעלה נעולה.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙226,PASS⦙226,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Sleep,מצב שינה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Sleep.Description,מה קורה לטפט כשהמערכת במצב שינה.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙227,PASS⦙227,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Console,החלפת משתמש,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Console.Description,מה קורה לטפט כאשר מחליפים את המשתמש.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙228,PASS⦙228,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Session,התנתק,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Session.Description,מה קורה לטפט כאשר מתנתקים.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙229,PASS⦙229,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.ScreenSaver,מגן מסך,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.ScreenSaver.Description,מה קורה לטפט כאשר שומר המסך מופעל.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙230,PASS⦙230,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Battery,כוח סוללה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Battery.Description,מה קורה לטפט כאשר המחשב הנייד פועל על סוללה.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙231,PASS⦙231,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Battery.BatteryUsage,מצב סוללה (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙232,PASS⦙232,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.BatterySaver,חיסכון בסוללה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.BatterySaver.Description,מה קורה לטפט כאשר המחשב הנייד נמצא במצב חיסכון בסוללה.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙233,PASS⦙233,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Virtual,וירטואליזציה,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Virtual.Description,מה קורה לטפטים כאשר יישומי וירטואליזציה פועלים.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙234,PASS⦙234,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Remote,שולחן עבודה מרוחק,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Remote.Description,מה קורה לטפט כאשר יישומי שולחן עבודה מרוחק פועלים.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙235,PASS⦙235,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.FullScreen,מצב מסך מלא,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.FullScreen.Description,מה קורה לטפט כאשר כל אפליקציה פועלת במסך מלא.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
PASS⦙236,PASS⦙236,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Focus,מצב פוקוס,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PerformanceSettingPage.Focus.Description,מה קורה לטפט כשיש לך כל אפליקציה אחרת בפוקוס.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.HE.xaml,
Portal.PersonalSettingPage.Title,PersonalSettingPage,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙237,PASS⦙237,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Server,שרת חנות,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Server.Description,השרת שבו יוצגו הנושאים הרשומים בחנות.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙238,PASS⦙238,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Server.ServerHint,"הערה: אם {0} נבחר כשרת, יש להזין {2} כדי להימנע ממגבלות בקשות. אחרת, ייתכן שתתקל בבעיות בגישה לנושאים בחנות. אם נבחר {1}, תהיה לך חוויית חנות חלקה יותר יחסית.",,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙239,PASS⦙239,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Duration,חידוש חנות,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Duration.Description,כמה זמן או לא יחודשו הנושאים הרשומים בחנות.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙240,PASS⦙240,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.StoreStart,הפעלה אוטומטית,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.StoreStart.Description,האם להגדיר אוטומטית את ערכת הנושא שהורדת מהחנות כטפט.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙241,PASS⦙241,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adult,תוכן לא בטוח,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Adult.Description,האם להציג תוכן המסומן כלא בטוח (NSFW) בחנות.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙242,PASS⦙242,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Confirm,אישור מחיקה,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Confirm.Description,האם לבקש אישור בעת מחיקת ערכות נושא מהספרייה.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙243,PASS⦙243,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Delete,נושאים שבורים,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Delete.Description,נושאים שבורים או חסרים בספרייה יימחקו אוטומטית.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙244,PASS⦙244,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Delete.DeleteHint,"הערה: נדרשת זהירות. אחרת, זה עלול לגרום לאובדן נתונים.",,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙245,PASS⦙245,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.LibraryStart,הפעלה אוטומטית,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.LibraryStart.Description,האם להגדיר אוטומטית את הנושא שנוצר כטפט.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙246,PASS⦙246,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview,תצוגה מקדימה של ערכת נושא,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Preview.Description,האם להציג תצוגה מקדימה של ערכות נושא המוצגות בריחוף.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙247,PASS⦙247,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview.StorePreview,תצוגה מקדימה של החנות:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Preview.StorePreviewHide,הסתרת פרטים:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙248,PASS⦙248,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview.LibraryPreview,תצוגה מקדימה של הספרייה:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Preview.LibraryPreviewHide,הסתרת פרטים:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙249,PASS⦙249,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive,פריסה אדפטיבית,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Adaptive.Description,התאם אישית את הפריסה או המרחק של הנושאים המוצגים.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙250,PASS⦙250,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive.AdaptiveMargin,מרחק ריק (פיקסל):,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙251,PASS⦙251,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive.AdaptiveLayout,סדר פריסה (כמות):,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙252,PASS⦙252,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort,מיון ספרייה,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Sort.Description,קבע באיזה פורמט וכיצד ימוינו הנושאים בספרייה שלך.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙253,PASS⦙253,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort.SortMode,מצב מיון:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙254,PASS⦙254,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort.SortKind,סוג מיון:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙255,PASS⦙255,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Store,עימוד בחנות,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Store.Description,קבע כמה ערכות נושא יהיו לכל עמוד בחנות.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
PASS⦙256,PASS⦙256,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Library,דפי ספרייה,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.PersonalSettingPage.Library.Description,קבע כמה ערכות נושא יהיו עבור כל עמוד בספרייה שלך.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.HE.xaml,
Portal.SystemSettingPage.Title,SystemSettingPage,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙257,PASS⦙257,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary,קבצי יומן,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
Portal.SystemSettingPage.LogTemporary.Description,נהל את כל קובצי היומן שנוצרו על ידי האפליקציה.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙258,PASS⦙258,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Create,לִיצוֹר,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙259,PASS⦙259,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Delete,בָּרוּר,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙260,PASS⦙260,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Hint,הערה: השטח הכולל שתפוס על ידי קובצי יומן הוא {0}. רק עם תחילת הניקוי כל האפליקציות ייסגרו.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙261,PASS⦙261,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary,ניקוי מטמון,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
Portal.SystemSettingPage.CacheTemporary.Description,ניקוי כל קבצי המטמון שנוצרו על ידי האפליקציה.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙262,PASS⦙262,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary.Start,התחל לנקות,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙263,PASS⦙263,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary.Hint,"הערה: השטח הכולל שתפוס על ידי קבצי מטמון הוא {0}. כאשר הניקוי מתחיל, כל היישומים ייסגרו.",,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙264,PASS⦙264,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary,ניקוי חנות,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
Portal.SystemSettingPage.StoreTemporary.Description,ניקוי כל קבצי החנות שנוצרו על ידי האפליקציה.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙265,PASS⦙265,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary.Start,התחל לנקות,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙266,PASS⦙266,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary.Hint,"הערה: השטח הכולל שתפוס על ידי קבצי החנות הוא {0}. כאשר הניקוי מתחיל, כל היישומים ייסגרו.",,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙267,PASS⦙267,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary,ניקוי ספרייה,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
Portal.SystemSettingPage.LibraryTemporary.Description,ניקוי כל קבצי ערכת הנושא בספרייה שלך או שיצרת.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙268,PASS⦙268,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary.Start,התחל לנקות,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙269,PASS⦙269,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary.Hint,"הערה: השטח הכולל שתופסים ערכות נושא בספרייה שלך הוא {0}. כאשר הניקוי מתחיל, כל היישומים ייסגרו.",,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
PASS⦙270,PASS⦙270,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingBackup,הגדרות קבצים,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
Portal.SystemSettingPage.SettingBackup.Description,נהל את כל קבצי ההגדרות שנוצרו על ידי האפליקציה.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.HE.xaml,
