Term,Translate,Context,Reference,Comment
Portal.PerformanceSettingPage.Processor.Description,ما الذي يحدث لخلفية الشاشة بناءً على إعدادات استخدام المعالج الخاصة بك.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙212,PASS⦙212,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Processor.ProcessorUsage,استخدام المعالج (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙213,PASS⦙213,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic,استخدام كرت الرسوميات,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Graphic.Description,ما الذي يحدث لخلفية الشاشة بناءً على إعدادات استخدام كرت الرسوميات الخاصة بك.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙214,PASS⦙214,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic.GraphicAdapter,وحدة معالجة الرسوميات:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Graphic.GraphicAdapter.Empty,لم يتم إنشاء قائمة وحدات معالجة الرسوميات بعد,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙215,PASS⦙215,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Graphic.GraphicUsage,استخدام كرت الرسوميات (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙216,PASS⦙216,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Memory,استخدام الذاكرة,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Memory.Description,ما الذي يحدث لخلفية الشاشة بناءً على إعدادات استخدام الذاكرة الخاصة بك.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙217,PASS⦙217,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Memory.MemoryUsage,استخدام الذاكرة (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙218,PASS⦙218,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network,استخدام الشبكة,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Network.Description,ما الذي يحدث لخلفية الشاشة بناءً على إعدادات استخدام الشبكة الخاصة بك.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙219,PASS⦙219,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkAdapter,محوّل الشبكة:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Network.NetworkAdapter.Empty,لم يتم إنشاء قائمة محوّلات الشبكة بعد,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙220,PASS⦙220,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkUpload,حجم الرفع:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙221,PASS⦙221,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkDownload,حجم التنزيل:,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙222,PASS⦙222,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Network.NetworkPing,قيمة Ping (مللي ثانية):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙223,PASS⦙223,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Lock,قفل الجلسة,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Lock.Description,ما الذي يحدث لخلفية الشاشة عند قفل الجلسة.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙224,PASS⦙224,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Sleep,وضع السكون,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Sleep.Description,ما الذي يحدث لخلفية الشاشة عندما يكون النظام في وضع السكون.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙225,PASS⦙225,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Console,تبديل المستخدم,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Console.Description,ما الذي يحدث لخلفية الشاشة عند تبديل المستخدم.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙226,PASS⦙226,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Session,تسجيل الخروج,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Session.Description,ما الذي يحدث لخلفية الشاشة عند إغلاق الجلسة.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙227,PASS⦙227,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.ScreenSaver,شاشة التوقّف,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.ScreenSaver.Description,ما الذي يحدث لخلفية الشاشة عند بدء شاشة التوقّف.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙228,PASS⦙228,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Battery,طاقة البطارية,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Battery.Description,ما الذي يحدث لخلفية الشاشة عند التشغيل على طاقة بطارية الحاسوب المحمول.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙229,PASS⦙229,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Battery.BatteryUsage,حالة البطارية (%):,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙230,PASS⦙230,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.BatterySaver,موفّر البطارية,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.BatterySaver.Description,ما الذي يحدث لخلفية الشاشة في وضع موفّر بطارية الحاسوب المحمول.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙231,PASS⦙231,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Virtual,المحاكاة الافتراضية,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Virtual.Description,ما الذي يحدث لخلفية الشاشة عند تشغيل تطبيقات المحاكاة الافتراضية.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙232,PASS⦙232,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Remote,سطح المكتب البعيد,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Remote.Description,ما الذي يحدث لخلفية الشاشة عند تشغيل تطبيقات سطح المكتب البعيد.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙233,PASS⦙233,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.FullScreen,وضع ملء الشاشة,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.FullScreen.Description,ما الذي يحدث لخلفية الشاشة عند تشغيل أي تطبيق في وضع ملء الشاشة.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
PASS⦙234,PASS⦙234,Don't Touch,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PerformanceSettingPage.Focus,وضع التركيز,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PerformanceSettingPage.Focus.Description,ما الذي يحدث لخلفية الشاشة عندما يكون تطبيق آخر قيد التركيز.,,Portal\SettingPage\PerformanceSettingPage\Portal.PerformanceSettingPage.AR.xaml,
Portal.PersonalSettingPage.Title,PersonalSettingPage,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙235,PASS⦙235,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Server,خادم المتجر,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Server.Description,يحدِّد الخادم الذي سيُستخدَم لعرض السِمات المدرَجة في المتجر.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙236,PASS⦙236,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Server.ServerHint,ملاحظة: إذا تم تحديد {0} كخادم، فمن الضروري إدخال {2} لتجنُّب حدود الطلبات. وإلا فقد تواجه مشكلات في الوصول إلى السِمات في المتجر. وإذا تم تحديد {1}، فستحصل على تجربة أكثر سلاسة في المتجر.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙237,PASS⦙237,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Duration,تحديث المتجر,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Duration.Description,عدد مرات تحديث السِمات المدرَجة في المتجر.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙238,PASS⦙238,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.StoreStart,بدء تلقائي,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.StoreStart.Description,ما إذا كان ينبغي تعيين السِمات المنزَّلة من المتجر كخلفيات شاشة تلقائيًا.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙239,PASS⦙239,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adult,محتوى غير آمن,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Adult.Description,ما إذا كان سيتم عرض المحتوى المُعلَّم على أنه غير آمن للعمل (NSFW) في المتجر.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙240,PASS⦙240,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Confirm,تأكيد الحذف,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Confirm.Description,ما إذا كان سيُطلب التأكيد عند حذف السِمات من المكتبة.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙241,PASS⦙241,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Delete,السِمات التالفة,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Delete.Description,ما إذا كان سيتم حذف السِمات التالفة أو المفقودة من المكتبة تلقائيًا.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙242,PASS⦙242,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Delete.DeleteHint,ملاحظة: يُنصح بالحذر، فقد يؤدي ذلك إلى فقدان البيانات.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙243,PASS⦙243,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.LibraryStart,بدء تلقائي,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.LibraryStart.Description,ما إذا كان ينبغي تعيين السِمة المُنشأة كخلفية شاشة تلقائيًا.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙244,PASS⦙244,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview,معاينة السِمة,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Preview.Description,ما إذا كان ينبغي معاينة السِمات عند تمرير المؤشر فوقها.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙245,PASS⦙245,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview.StorePreview,معاينة المتجر:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Preview.StorePreviewHide,إخفاء التفاصيل:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙246,PASS⦙246,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Preview.LibraryPreview,معاينة المكتبة:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Preview.LibraryPreviewHide,إخفاء التفاصيل:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙247,PASS⦙247,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive,التخطيط التكيُّفي,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Adaptive.Description,خصِّص تخطيط السِمات المعروضة أو التباعد بينها.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙248,PASS⦙248,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive.AdaptiveMargin,مسافة التباعد (بكسل):,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙249,PASS⦙249,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Adaptive.AdaptiveLayout,ترتيب التخطيط (العدد):,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙250,PASS⦙250,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort,فرز المكتبة,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Sort.Description,حدِّد كيفية فرز السِمات في مكتبتك والترتيب الذي ستُفرز به.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙251,PASS⦙251,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort.SortMode,وضع الفرز:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙252,PASS⦙252,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Sort.SortKind,نوع الفرز:,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙253,PASS⦙253,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Store,ترقيم صفحات المتجر,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Store.Description,حدِّد عدد السِمات التي ستظهر في كل صفحة في المتجر.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
PASS⦙254,PASS⦙254,Don't Touch,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.PersonalSettingPage.Library,ترقيم صفحات المكتبة,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.PersonalSettingPage.Library.Description,حدِّد عدد السِمات التي ستظهر في كل صفحة في مكتبتك.,,Portal\SettingPage\PersonalSettingPage\Portal.PersonalSettingPage.AR.xaml,
Portal.SystemSettingPage.Title,SystemSettingPage,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙255,PASS⦙255,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary,ملفّات السجلّ,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.LogTemporary.Description,إدارة جميع ملفّات السجلّ التي ينشئها التطبيق.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙256,PASS⦙256,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Create,إنشاء,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙257,PASS⦙257,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Delete,مسح,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙258,PASS⦙258,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LogTemporary.Hint,ملاحظة: إجمالي المساحة التي تشغلها ملفّات السجلّ هو {0}. لن يتم إغلاق جميع التطبيقات إلا عند بدء التنظيف.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙259,PASS⦙259,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary,مسح ذاكرة التخزين المؤقّت,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.CacheTemporary.Description,مسح جميع ملفّات ذاكرة التخزين المؤقّت التي أنشأها التطبيق.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙260,PASS⦙260,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary.Start,بدء التنظيف,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙261,PASS⦙261,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.CacheTemporary.Hint,ملاحظة: إجمالي المساحة التي تشغلها ملفّات ذاكرة التخزين المؤقّت هو {0}. عند بدء التنظيف سيتم إغلاق جميع التطبيقات.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙262,PASS⦙262,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary,مسح المتجر,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.StoreTemporary.Description,مسح جميع ملفّات المتجر التي أنشأها التطبيق.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙263,PASS⦙263,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary.Start,بدء التنظيف,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙264,PASS⦙264,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.StoreTemporary.Hint,ملاحظة: إجمالي المساحة التي تشغلها ملفّات المتجر هو {0}. عند بدء التنظيف سيتم إغلاق جميع التطبيقات.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙265,PASS⦙265,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary,مسح المكتبة,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.LibraryTemporary.Description,مسح جميع ملفّات السِمات في مكتبتك، سواء كانت في مكتبتك أو أنشأتها بنفسك.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙266,PASS⦙266,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary.Start,بدء التنظيف,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙267,PASS⦙267,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.LibraryTemporary.Hint,ملاحظة: إجمالي المساحة التي تشغلها السِمات في مكتبتك هو {0}. عند بدء التنظيف سيتم إغلاق جميع التطبيقات.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙268,PASS⦙268,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingBackup,النسخ الاحتياطي للإعدادات,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.SettingBackup.Description,إدارة جميع ملفّات الإعدادات التي ينشئها التطبيق.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙269,PASS⦙269,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingBackup.Export,نسخ احتياطي,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙270,PASS⦙270,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingBackup.Import,استعادة,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙271,PASS⦙271,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingBackup.Hint,ملاحظة: سيتم إغلاق جميع التطبيقات عند بدء العملية المحدّدة.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙272,PASS⦙272,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
Portal.SystemSettingPage.SettingReset,إعادة تعيين الإعدادات,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
Portal.SystemSettingPage.SettingReset.Description,إعادة تعيين جميع ملفّات الإعدادات التي ينشئها التطبيق.,,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,
PASS⦙273,PASS⦙273,Don't Touch,Portal\SettingPage\SystemSettingPage\Portal.SystemSettingPage.AR.xaml,Please don't touch the translation in this line.
